Eruption Number,Volcano Name,Eruption Category,Evidence Type,Evidence Method,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day
20794,Lokon-Empung,Confirmed,Observations,Reported,2,2012,9,15,2013,9,9
20815,San Cristobal,Confirmed,Observations,Reported,2,2012,9,8,2012,9,15
20768,Heard,Confirmed,Observations,Reported,0,2012,9,5,2022,12,19
20785,Klyuchevskoy,Confirmed,Observations,Reported,1,2012,9,1,2013,1,28
20821,Soputan,Confirmed,Observations,Reported,3,2012,8,26,2012,9,19
20761,Etorofu-Yakeyama [Grozny Group],Confirmed,Observations,Reported,2,2012,8,16,2012,8,25
20839,Whakaari/White Island,Confirmed,Observations,Reported,2,2012,8,7,2013,10,11
20826,Tongariro,Confirmed,Observations,Reported,2,2012,8,6,2012,8,7
20799,Monowai,Confirmed,Observations,Hydrophonic,0,2012,8,3,2012,8,19
22389,Langila,Uncertain,Observations,Reported,0,2012,7,21,2012,7,21
20748,Havre Seamount,Confirmed,Observations,Reported,1,2012,7,17,2012,7,19
20776,Karangetang,Confirmed,Observations,Reported,2,2012,5,14,2013,9,5
20764,Galeras,Confirmed,Observations,Reported,2,2012,5,13,2014,1,30
20819,Sirung,Confirmed,Observations,Reported,2,2012,5,8,2012,5,12
20833,Ulawun,Confirmed,Observations,Reported,1,2012,5,7,2012,5,31
20805,Witori,Confirmed,Observations,Reported,2,2012,5,3,2012,7,11
22143,Masaya,Confirmed,Observations,Reported,1,2012,4,30,2012,6,8
20796,Marapi,Confirmed,Observations,Reported,1,2012,3,1,2012,5,18
20814,"Ruiz, Nevado del",Confirmed,Observations,Reported,3,2012,2,22,2013,7,12
20813,Rincon de la Vieja,Confirmed,Observations,Reported,1,2012,2,19,2012,4,14
20774,Kanaga,Confirmed,Observations,Reported,2,2012,2,18,2012,2,18
20772,Ioto,Confirmed,Observations,Reported,1,2012,2,10,2012,5,2
20778,Karkar,Confirmed,Observations,Reported,3,2012,2,1,2012,2,1
20830,Turrialba,Confirmed,Observations,Reported,2,2012,1,12,2012,1,18
20791,Lewotolok,Confirmed,Observations,Reported,1,2012,1,2,2012,1,14
20840,Zubair Group,Confirmed,Observations,Reported,2,2011,12,18,2012,1,12
22217,Kerinci,Confirmed,Observations,Reported,1,2011,12,15,2011,12,15
20765,Gamalama,Confirmed,Observations,Reported,2,2011,12,5,2011,12,23
22215,Tungurahua,Confirmed,Observations,Reported,3,2011,11,27,2016,3,16
20801,Nyamulagira,Confirmed,Observations,Reported,2,2011,11,6,2012,3,16
20770,"Hudson, Cerro",Confirmed,Observations,Reported,2,2011,10,26,2011,11,1
20769,Hierro,Confirmed,Observations,Reported,2,2011,10,10,2012,3,5
20938,Gaua,Confirmed,Observations,Reported,1,2011,9,17,2011,10,10
20812,Rincon de la Vieja,Confirmed,Observations,Reported,1,2011,8,22,2011,9,27
10898,San Cristobal,Confirmed,Observations,Reported,1,2011,8,21,2011,10,23
20795,Marapi,Confirmed,Observations,Reported,2,2011,8,3,2011,10,12
22388,Langila,Uncertain,Observations,Reported,0,2011,7,28,2011,7,28
20758,Cleveland,Confirmed,Observations,Reported,2,2011,7,19,2015,8,18
20820,Soputan,Confirmed,Observations,Reported,3,2011,7,3,2011,8,15
20793,Lokon-Empung,Confirmed,Observations,Reported,2,2011,6,26,2012,5,2
20790,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,0,2011,6,22,2014,7,15
20800,Nabro,Confirmed,Observations,Reported,4,2011,6,13,2012,6,3
22234,Sangay,Confirmed,Observations,Reported,2,2011,6,6,2012,9,19
20809,Puyehue-Cordon Caulle,Confirmed,Observations,Reported,5,2011,6,4,2012,4,21
20752,Ambae,Confirmed,Observations,Reported,1,2011,6,4,2011,7,10
20767,Grimsvotn,Confirmed,Observations,Reported,4,2011,5,21,2011,5,28
22464,Monowai,Confirmed,Observations,Hydrophonic,0,2011,5,17,2011,5,22
20753,Asosan,Confirmed,Observations,Reported,1,2011,5,15,2011,6,9
22219,Semeru,Confirmed,Observations,Reported,2,2011,5,13,2012,7,20
20803,Pagan,Confirmed,Observations,Reported,2,2011,4,23,2011,9,1
22214,Tungurahua,Confirmed,Observations,Reported,2,2011,4,20,2011,5,26
20921,Axial Seamount,Confirmed,Observations,Reported,0,2011,4,6,2011,4,12
20783,Klyuchevskoy,Confirmed,Observations,Reported,2,2011,3,30,2011,7,3
20810,Rabaul,Confirmed,Observations,Reported,2,2011,3,29,2011,8,12
22488,Merapi,Confirmed,Observations,Photo / Video,1,2011,3,25,2011,9,8
20775,Karangetang,Confirmed,Observations,Reported,2,2011,3,11,2011,8,13
20823,Telica,Confirmed,Observations,Reported,2,2011,3,7,2011,6,14
20792,Lokon-Empung,Confirmed,Observations,Reported,1,2011,2,22,2011,2,22
20808,Planchon-Peteroa,Confirmed,Observations,Reported,2,2011,2,17,2011,6,26
20782,Kirishimayama,Confirmed,Observations,Reported,3,2011,1,19,2011,9,7
20829,Turrialba,Confirmed,Observations,Reported,1,2011,1,14,2011,1,14
20939,Dallol,Confirmed,Observations,Reported,0,2011,1,4,2011,1,4
16064,Tengger Caldera,Confirmed,Observations,Reported,3,2010,11,26,2011,6,13
11645,Tungurahua,Confirmed,Observations,Reported,3,2010,11,22,2011,1,2
19264,Kizimen,Confirmed,Observations,Reported,3,2010,11,11,2013,9,13
16772,Bulusan,Confirmed,Observations,Reported,2,2010,11,6,2011,5,13
15634,Krakatau,Confirmed,Observations,Reported,2,2010,10,25,2012,9,9
15925,Merapi,Confirmed,Observations,Reported,4,2010,10,23,2010,11,29
14392,"Fournaise, Piton de la",Confirmed,Observations,Reported,0,2010,10,14,2010,12,10
18820,Sarychev Peak,Uncertain,Observations,Satellite (visual),2,2010,9,20,2010,9,20
15388,Barren Island,Confirmed,Observations,Reported,1,2010,9,17,2011,6,22
19820,Cleveland,Uncertain,Observations,Satellite (visual),2,2010,9,12,2010,9,26
11947,Planchon-Peteroa,Confirmed,Observations,Reported,2,2010,9,6,2010,10,13
15404,Sinabung,Confirmed,Observations,Reported,3,2010,8,27,2010,9,18
13854,Etna,Confirmed,Observations,Reported,3,2010,8,25,2013,4,27
11381,Galeras,Confirmed,Observations,Reported,1,2010,8,25,2010,8,25
14935,Manam,Confirmed,Observations,Reported,3,2010,8,10,2013,12,15
16544,Karangetang,Confirmed,Observations,Reported,3,2010,8,6,2010,12,16
11248,Turrialba,Uncertain,Observations,Photo / Video,2,2010,7,24,2010,8,15
15101,Rabaul,Confirmed,Observations,Reported,1,2010,7,23,2010,7,25
11792,Ubinas,Uncertain,Observations,Aviation,1,2010,7,18,2010,7,18
18879,Ebeko,Confirmed,Observations,Reported,1,2010,7,2,2010,7,9
18833,Ekarma,Confirmed,Observations,Reported,2,2010,6,30,2010,8,10
18423,Ioto,Uncertain,Observations,Reported,1,2010,6,19,2010,6,19
10897,San Cristobal,Confirmed,Observations,Reported,2,2010,6,9,2011,1,13
19026,Gorely,Confirmed,Observations,Reported,1,2010,6,6,2010,6,22
19819,Cleveland,Confirmed,Observations,Reported,2,2010,5,30,2010,6,2
18529,South Sarigan Seamount,Confirmed,Observations,Reported,3,2010,5,27,2010,5,29
15077,Ulawun,Confirmed,Observations,Reported,2,2010,5,26,2011,5,27
19388,Bezymianny,Confirmed,Observations,Satellite (infrared),3,2010,5,21,2011,4,29
18524,Pagan,Confirmed,Observations,Reported,1,2010,5,3,2010,8,11
18282,Miyakejima,Confirmed,Observations,Reported,1,2010,4,11,2010,7,21
13853,Etna,Confirmed,Observations,Reported,2,2010,4,8,2010,4,8
17165,Kirishimayama,Confirmed,Observations,Reported,1,2010,3,30,2010,7,10
12563,Eyjafjallajokull,Confirmed,Observations,Reported,4,2010,3,20,2010,6,23
14951,Karkar,Uncertain,Observations,Reported,1,2010,2,25,2010,2,26
18469,Fukutoku-Oka-no-Ba,Confirmed,Observations,Reported,1,2010,2,3,2010,4,8
22218,Semeru,Confirmed,Observations,Reported,2,2010,1,5,2010,11,29
11247,Turrialba,Confirmed,Observations,Reported,2,2010,1,5,2010,3,7
14085,Nyamulagira,Confirmed,Observations,Reported,1,2010,1,2,2010,1,29
11644,Tungurahua,Confirmed,Observations,Reported,3,2010,1,1,2010,7,29
19387,Bezymianny,Confirmed,Observations,Reported,3,2009,12,17,2010,2,16
11080,Concepcion,Confirmed,Observations,Reported,1,2009,12,11,2011,3,12
12184,Villarrica,Confirmed,Observations,Reported,1,2009,11,22,2012,4,20
11193,Poas,Confirmed,Observations,Reported,1,2009,11,16,2014,10,13
17164,Kirishimayama,Uncertain,Observations,Reported,1,2009,11,15,2009,11,15
14391,"Fournaise, Piton de la",Confirmed,Observations,Reported,1,2009,11,5,2010,1,12
19828,Cleveland,Confirmed,Observations,Reported,2,2009,10,2,2009,12,12
15231,Gaua,Confirmed,Observations,Reported,2,2009,9,27,2010,6,19
15793,Dieng Volcanic Complex,Confirmed,Observations,Reported,1,2009,9,27,2009,9,27
15003,Langila,Confirmed,Observations,Reported,2,2009,9,16,2010,2,16
16819,Mayon,Confirmed,Observations,Reported,2,2009,9,15,2010,1,1
10896,San Cristobal,Confirmed,Observations,Reported,2,2009,9,6,2009,12,26
18776,Kolokol Group,Uncertain,Uncertain,Unspecified,2,2009,8,26,,,
19485,Klyuchevskoy,Confirmed,Observations,Reported,2,2009,8,1,2010,12,20
13944,Manda Hararo,Confirmed,Observations,Reported,2,2009,6,28,2009,7,1
19827,Cleveland,Confirmed,Observations,Reported,2,2009,6,25,2009,6,25
18819,Sarychev Peak,Confirmed,Observations,Reported,4,2009,6,11,2009,7,16
22197,Monowai,Confirmed,Observations,Hydrophonic,0,2009,5,4,2009,12,16
16227,Rinjani,Confirmed,Observations,Reported,2,2009,5,2,2010,5,23
15765,Slamet,Confirmed,Observations,Reported,1,2009,4,21,2009,6,22
18523,Pagan,Uncertain,Uncertain,Unspecified,2,2009,4,15,,,
11677,Fernandina,Confirmed,Observations,Reported,2,2009,4,10,2009,4,28
18281,Miyakejima,Confirmed,Observations,Reported,1,2009,4,1,2009,4,1
15533,Kerinci,Confirmed,Observations,Reported,1,2009,4,1,2009,6,19
15633,Krakatau,Confirmed,Observations,Reported,2,2009,3,25,2009,9,16
14733,Hunga Tonga-Hunga Ha'apai,Confirmed,Observations,Reported,2,2009,3,17,2009,3,22
20391,Redoubt,Confirmed,Observations,Reported,3,2009,3,15,2009,7,1
11502,Guagua Pichincha,Uncertain,Uncertain,Unspecified,1,2009,2,16,2009,2,17
18878,Ebeko,Confirmed,Observations,Reported,1,2009,2,11,2009,7,13
12183,Villarrica,Confirmed,Observations,Reported,1,2009,1,29,2009,3,24
17812,Asamayama,Confirmed,Observations,Reported,2,2009,1,21,2009,5,2
14680,Curtis Island,Uncertain,Uncertain,Unspecified,0,2009,1,18,2009,1,19
15792,Dieng Volcanic Complex,Confirmed,Observations,Reported,1,2009,1,15,2009,1,15
11192,Poas,Confirmed,Observations,Reported,1,2009,1,12,2009,3,21
19826,Cleveland,Confirmed,Observations,Reported,2,2009,1,2,2009,1,21
15575,Dempo,Confirmed,Observations,Reported,1,2009,1,1,2009,1,1
19045,Koryaksky,Confirmed,Observations,Reported,2,2008,12,23,2009,8,27
16543,Karangetang,Confirmed,Observations,Reported,2,2008,11,29,2010,3,24
10895,San Cristobal,Confirmed,Observations,Reported,1,2008,11,21,2008,11,21
18707,Akan,Confirmed,Observations,Reported,1,2008,11,18,2008,11,28
14799,Tafu-Maka,Confirmed,Observations,Reported,0,2008,11,16,2008,11,16
14800,West Mata,Confirmed,Observations,Reported,0,2008,11,16,2009,5,16
13927,Alu-Dalafilla,Confirmed,Observations,Reported,3,2008,11,3,2008,12,16
11314,"Huila, Nevado del",Confirmed,Observations,Reported,3,2008,10,26,2012,1,14
12182,Villarrica,Confirmed,Observations,Reported,1,2008,10,26,,,
11380,Galeras,Confirmed,Observations,Reported,3,2008,10,21,2010,1,2
19484,Klyuchevskoy,Confirmed,Observations,Reported,1,2008,10,8,2009,4,16
15210,Tinakula,Confirmed,Observations,Reported,1,2008,9,19,2008,11,29
14390,"Fournaise, Piton de la",Confirmed,Observations,Reported,1,2008,9,12,2009,2,4
17163,Kirishimayama,Confirmed,Observations,Reported,1,2008,8,22,2008,8,22
12896,Bardarbunga,Uncertain,Uncertain,Unspecified,0,2008,8,16,,,
16818,Mayon,Confirmed,Observations,Reported,1,2008,8,10,2008,8,10
17811,Asamayama,Confirmed,Observations,Reported,1,2008,8,10,2008,8,14
19745,Kasatochi,Confirmed,Observations,Reported,4,2008,8,7,2008,8,9
11077,Concepcion,Confirmed,Observations,Reported,1,2008,7,30,2008,7,30
18860,Chikurachki,Confirmed,Observations,Reported,2,2008,7,29,2008,8,8
11449,Reventador,Confirmed,Observations,Reported,2,2008,7,27,2022,12,19
15009,Krummel-Garbuna-Welcker,Confirmed,Observations,Reported,2,2008,7,13,2008,10,4
19852,Okmok,Confirmed,Observations,Reported,4,2008,7,12,2008,8,19
19386,Bezymianny,Confirmed,Observations,Reported,3,2008,7,11,2008,8,23
10943,Telica,Confirmed,Observations,Reported,1,2008,7,5,2008,7,5
14676,Rumble III,Confirmed,Observations,Reported,0,2008,7,2,,,
10894,San Cristobal,Confirmed,Observations,Reported,1,2008,6,22,2008,8,5
16166,Raung,Confirmed,Observations,Reported,2,2008,6,12,2008,6,17
16439,Soputan,Confirmed,Observations,Reported,3,2008,6,6,2008,11,2
11720,"Azul, Cerro",Confirmed,Observations,Reported,1,2008,5,29,2008,6,17
15297,Ambrym,Confirmed,Observations,Reported,2,2008,5,23,2018,12,17
15387,Barren Island,Confirmed,Observations,Reported,2,2008,5,13,2010,4,19
16677,Gamalama,Uncertain,Uncertain,Unspecified,1,2008,5,10,,,
18280,Miyakejima,Confirmed,Observations,Reported,1,2008,5,8,2008,5,8
12271,Chaiten,Confirmed,Observations,Reported,4,2008,5,2,2011,5,31
11042,Masaya,Confirmed,Observations,Reported,1,2008,4,29,2008,12,17
16278,Egon,Confirmed,Observations,Reported,2,2008,4,15,2008,4,28
16582,Ibu,Confirmed,Observations,Reported,1,2008,4,5,2022,12,19
15532,Kerinci,Confirmed,Observations,Reported,1,2008,3,24,,,
16542,Karangetang,Uncertain,Uncertain,Unspecified,1,2008,3,12,,,
15008,Krummel-Garbuna-Welcker,Confirmed,Observations,Reported,1,2008,3,11,2008,3,13
15323,Lopevi,Uncertain,Uncertain,Unspecified,2,2008,2,24,2008,2,24
20178,Veniaminof,Confirmed,Observations,Reported,1,2008,2,22,2008,3,1
17351,Asosan,Confirmed,Observations,Reported,1,2008,2,17,2008,2,17
20101,Shishaldin,Uncertain,Uncertain,Unspecified,1,2008,2,12,2008,2,12
14723,Monowai,Confirmed,Observations,Hydrophonic,0,2008,2,8,2008,2,8
11501,Guagua Pichincha,Uncertain,Uncertain,Unspecified,1,2008,2,1,2008,2,1
11191,Poas,Confirmed,Observations,Reported,1,2008,1,13,2008,1,13
18279,Miyakejima,Confirmed,Observations,Reported,1,2008,1,7,2008,1,7
11313,"Huila, Nevado del",Confirmed,Observations,Reported,2,2008,1,2,2008,4,16
12077,Llaima,Confirmed,Observations,Reported,3,2008,1,1,2009,6,12
15076,Ulawun,Uncertain,Uncertain,Unspecified,1,2007,12,25,,,
15499,Talang,Confirmed,Observations,Reported,2,2007,11,27,2007,12,16
18538,Anatahan,Confirmed,Observations,Reported,2,2007,11,27,2008,8,9
11076,Concepcion,Confirmed,Observations,Reported,2,2007,11,24,2007,12,20
10893,San Cristobal,Confirmed,Observations,Reported,1,2007,11,8,,,
10942,Telica,Confirmed,Observations,Reported,1,2007,10,28,2008,2,18
15626,Krakatau,Confirmed,Observations,Reported,2,2007,10,23,2008,8,30
15958,Kelud,Confirmed,Observations,Reported,2,2007,10,16,2008,4,16
11379,Galeras,Confirmed,Observations,Reported,3,2007,10,4,2008,1,17
13923,"Tair, Jebel at",Confirmed,Observations,Reported,3,2007,9,30,2008,6,16
14669,Ruapehu,Confirmed,Observations,Reported,1,2007,9,25,2007,9,25
15531,Kerinci,Confirmed,Observations,Reported,1,2007,9,9,2007,9,9
15029,Witori,Confirmed,Observations,Reported,1,2007,8,28,2007,8,28
16676,Gamalama,Uncertain,Uncertain,Unspecified,1,2007,8,23,,,
18859,Chikurachki,Confirmed,Observations,Reported,2,2007,8,19,2007,11,1
20153,Pavlof,Confirmed,Observations,Reported,2,2007,8,15,2007,9,13
13943,Manda Hararo,Confirmed,Observations,Reported,2,2007,8,12,2007,8,14
16165,Raung,Confirmed,Observations,Reported,2,2007,7,26,2007,8,26
16595,Gamkonora,Confirmed,Observations,Reported,2,2007,7,8,2007,7,16
19825,Cleveland,Confirmed,Observations,Reported,2,2007,6,17,2008,8,12
16438,Soputan,Confirmed,Observations,Reported,3,2007,6,16,2007,11,9
13828,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,3,2007,6,16,2010,10,9
10941,Telica,Uncertain,Uncertain,Unspecified,1,2007,6,12,2007,6,12
12076,Llaima,Confirmed,Observations,Reported,2,2007,5,26,2007,8,8
14977,Ritter Island,Confirmed,Observations,Reported,1,2007,5,19,2007,5,21
19385,Bezymianny,Confirmed,Observations,Reported,3,2007,5,10,2007,12,24
15075,Ulawun,Confirmed,Observations,Reported,2,2007,5,1,2007,5,1
15322,Lopevi,Confirmed,Observations,Reported,2,2007,4,21,2007,5,14
15180,Kavachi,Confirmed,Observations,Reported,1,2007,4,2,2007,4,6
20962,Ontakesan,Confirmed,Observations,Reported,0,2007,3,24,,,
13849,Etna,Confirmed,Observations,Reported,2,2007,3,19,2009,7,4
15498,Talang,Confirmed,Observations,Reported,2,2007,3,19,2007,6,22
11448,Reventador,Confirmed,Observations,Reported,2,2007,3,15,2007,10,11
18858,Chikurachki,Confirmed,Observations,Reported,2,2007,3,4,2007,4,18
11312,"Huila, Nevado del",Confirmed,Observations,Reported,3,2007,2,19,2007,5,28
19483,Klyuchevskoy,Confirmed,Observations,Reported,2,2007,2,15,2007,7,15
11075,Concepcion,Confirmed,Observations,Reported,1,2007,2,9,2007,7,10
16353,"Tara, Batu",Confirmed,Observations,Reported,2,2007,1,17,2015,11,26
14208,Karthala,Confirmed,Observations,Reported,2,2007,1,12,2007,1,15
16434,Soputan,Confirmed,Observations,Reported,1,2006,12,14,2006,12,26
14722,Monowai,Confirmed,Observations,Hydrophonic,0,2006,12,12,2007,11,4
10940,Telica,Confirmed,Observations,Reported,1,2006,12,11,2007,2,17
18522,Pagan,Confirmed,Observations,Reported,1,2006,12,4,2006,12,8
14084,Nyamulagira,Confirmed,Observations,Reported,2,2006,11,27,2006,12,5
19768,Atka Volcanic Complex,Confirmed,Observations,Reported,1,2006,11,25,2007,3,3
15296,Ambrym,Confirmed,Observations,Reported,2,2006,11,8,2007,12,27
14976,Ritter Island,Confirmed,Observations,Reported,1,2006,10,17,2006,10,17
16771,Bulusan,Confirmed,Observations,Reported,2,2006,10,10,2007,10,4
14668,Ruapehu,Confirmed,Observations,Reported,1,2006,10,4,2006,10,4
15574,Dempo,Confirmed,Observations,Reported,1,2006,9,25,2006,9,25
11190,Poas,Confirmed,Observations,Reported,1,2006,9,25,2006,12,16
20250,Fourpeaked,Confirmed,Observations,Reported,2,2006,9,17,2006,9,17
15497,Talang,Confirmed,Observations,Reported,1,2006,9,10,2006,9,10
11074,Concepcion,Confirmed,Observations,Reported,2,2006,9,1,2006,9,21
18278,Miyakejima,Confirmed,Observations,Reported,1,2006,8,23,2006,8,23
15100,Rabaul,Confirmed,Observations,Reported,4,2006,8,11,2010,1,31
15002,Langila,Confirmed,Observations,Reported,2,2006,8,9,2008,7,6
14771,Home Reef,Confirmed,Observations,Reported,2,2006,8,7,2006,8,16
11041,Masaya,Confirmed,Observations,Reported,1,2006,8,4,2006,10,25
10939,Telica,Confirmed,Observations,Reported,1,2006,8,4,2006,8,6
14389,"Fournaise, Piton de la",Confirmed,Observations,Reported,1,2006,7,20,2007,5,1
13848,Etna,Confirmed,Observations,Reported,2,2006,7,14,2006,12,15
16817,Mayon,Confirmed,Observations,Reported,1,2006,7,13,2006,10,1
16541,Karangetang,Confirmed,Observations,Reported,1,2006,7,3,2007,10,16
16352,"Tara, Batu",Uncertain,Uncertain,Unspecified,1,2006,7,1,2006,7,1
16638,Kanlaon,Confirmed,Observations,Reported,2,2006,6,3,2006,7,25
14207,Karthala,Confirmed,Observations,Reported,0,2006,5,28,2006,6,3
11878,Lascar,Confirmed,Observations,Reported,3,2006,4,18,2007,7,18
12895,Bardarbunga,Uncertain,Uncertain,Unspecified,0,2006,4,16,,,
19384,Bezymianny,Confirmed,Observations,Reported,3,2006,4,16,2006,12,29
11791,Ubinas,Confirmed,Observations,Reported,2,2006,3,25,2009,7,4
11189,Poas,Confirmed,Observations,Reported,1,2006,3,24,2006,3,24
18704,Akan,Confirmed,Observations,Reported,1,2006,3,21,2006,3,21
16770,Bulusan,Confirmed,Observations,Reported,2,2006,3,21,2006,6,28
18537,Anatahan,Confirmed,Observations,Reported,2,2006,3,20,2006,6,26
14702,Raoul Island,Confirmed,Observations,Reported,1,2006,3,17,2006,3,17
15923,Merapi,Confirmed,Observations,Reported,1,2006,3,16,2007,8,9
14412,Heard,Confirmed,Observations,Reported,0,2006,3,11,2008,3,3
22213,Pacaya,Confirmed,Observations,Reported,3,2006,3,9,2010,10,26
20177,Veniaminof,Confirmed,Observations,Reported,1,2006,3,3,2006,9,7
15074,Ulawun,Confirmed,Observations,Reported,2,2006,3,1,2007,1,18
16816,Mayon,Confirmed,Observations,Reported,1,2006,2,21,2006,2,23
18277,Miyakejima,Confirmed,Observations,Reported,1,2006,2,17,2006,2,17
15209,Tinakula,Confirmed,Observations,Reported,2,2006,2,11,2007,11,9
19818,Cleveland,Confirmed,Observations,Reported,3,2006,2,6,2006,10,28
16433,Soputan,Confirmed,Observations,Reported,1,2005,12,26,2006,1,24
20947,Ambang,Confirmed,Observations,Reported,1,2005,12,22,,,
13847,Etna,Confirmed,Observations,Reported,1,2005,12,16,2005,12,22
20273,Augustine,Confirmed,Observations,Reported,3,2005,12,9,2006,4,27
19383,Bezymianny,Confirmed,Observations,Reported,2,2005,11,29,2005,12,1
15237,Ambae,Confirmed,Observations,Reported,2,2005,11,27,2006,2,16
14206,Karthala,Confirmed,Observations,Reported,3,2005,11,24,2005,12,8
11378,Galeras,Confirmed,Observations,Reported,2,2005,11,24,2006,7,12
10892,San Cristobal,Confirmed,Observations,Reported,2,2005,11,13,2006,5,27
15321,Lopevi,Confirmed,Observations,Reported,2,2005,10,27,2006,8,1
11713,"Negra, Sierra",Confirmed,Observations,Reported,3,2005,10,22,2005,10,30
15007,Krummel-Garbuna-Welcker,Confirmed,Observations,Reported,2,2005,10,16,2005,11,17
14388,"Fournaise, Piton de la",Confirmed,Observations,Reported,0,2005,10,4,2006,1,18
13942,Dabbahu,Confirmed,Observations,Reported,3,2005,9,26,2005,9,29
18468,Fukutoku-Oka-no-Ba,Uncertain,Uncertain,Unspecified,0,2005,9,11,2007,2,16
20176,Veniaminof,Confirmed,Observations,Reported,1,2005,9,7,2005,11,4
